"x","y"
35.8819768112153,0.00089234113636935
80.9474621899426,0.00038347982171755
46.807922963053,0.000417247770380314
89.4715663604438,0.000322288831139663
94.6420555864461,0.00029895545030006
14.1000849450938,0.000679304093570115
57.5294939242303,0.000459110960405561
90.3177139954641,0.000422448982577126
59.6291513019241,0.000592208467867882
51.0953261773102,0.000643128077637425
96.115001081489,0.000241321794412787
50.8000740571879,0.000522234048470556
70.981357190758,0.000383749069246558
61.5370061760768,0.000469589705024449
19.2632214399055,0.00130470072791191
90.9842473361641,0.000231863712314803
32.1478960919194,0.000692887546758049
13.7853580177762,0.00308351339003662
39.5128647354431,0.000575439336346704
95.9053284232505,0.000330981438361934
90.0585384457372,0.000405700893849101
72.352306554094,0.000431785970524633
67.6456132391468,0.00056600525168602
99.4842798961326,0.000332867157752248
69.013521920424,0.000500097123248029
73.7677421350963,0.000608403744057158
58.965942224022,0.000412344011771318
63.4727818402462,0.000451558618317937
36.0243763565086,0.00108571932006914
23.2402282580733,0.000656449797421024
96.6721809282899,0.000276111088431163
91.2069140607491,0.000339162564777836
72.1634750580415,0.000340655548724
81.592067591846,0.000303650215991138
12.2152316058055,0.000929844871126784
53.0016373982653,0.000465718680620326
78.2613583770581,0.000337439033169486
29.4767142250203,0.000866257335562546
38.6362906871364,0.000778513682411342
30.8463206817396,0.000934992868231515
22.852002014406,0.00125950782044271
47.3091702233069,0.000643701217521825
47.23518936662,0.000887215473430793
43.1960905832238,0.000383746490493998
23.7200272968039,0.000659293401744636
22.4925457104109,0.00151458211716754
30.9730689506978,0.000939521549158066
51.9366205227561,0.000637329061148132
33.9375376328826,0.000619784547217873
87.2044943808578,0.000342136196995265
